project_id,client_id,lead_source_id,project_type,area_sqft,contract_value_aed,estimated_budget_aed,start_date,planned_end_date,actual_end_date,status,planned_duration_days,actual_duration_days,schedule_delay_days,schedule_delay_days_filled,is_delayed,cost_entry_id,material_cost_aed,labour_cost_aed,subcontractor_cost_aed,equipment_rental_aed,permitting_fees_aed,actual_total_cost_aed,gross_profit_aed,gross_margin_pct,cost_variance_aed,cost_overrun_pct,subcontractor_pct_of_cost
PRJ-2023-095,CL-1015,LS-03,Pool & Hardscape,3351,455000,313900.0,2023-10-01,2023-12-09,2024-01-05,Completed,69,96.0,27.0,27.0,1,CST-0095,129600.0,81000.0,50600.0,35500.0,3900.0,300600.0,154400.0,33.93,-13300.0,-4.24,16.83
PRJ-2023-096,CL-1118,LS-03,Pool & Hardscape,2437,293500,193400.0,2023-03-13,2023-05-17,2023-05-28,Completed,65,76.0,11.0,11.0,1,CST-0096,82600.0,48100.0,42800.0,23100.0,-1000.0,195600.0,97900.0,33.36,2200.0,1.14,21.88
PRJ-2023-097,CL-1096,LS-02,Full Villa Landscape,5581,468000,325800.0,2023-11-29,2024-03-31,2024-03-30,Completed,123,122.0,-1.0,-1.0,0,CST-0097,135500.0,81800.0,64000.0,35000.0,12400.0,328700.0,139300.0,29.76,2900.0,0.89,19.47
PRJ-2023-098,CL-1114,LS-01,Full Villa Landscape,3774,272000,184100.0,2023-10-06,2023-12-19,2023-12-17,Completed,74,72.0,-2.0,-2.0,0,CST-0098,80200.0,42000.0,43000.0,15300.0,6100.0,186600.0,85400.0,31.4,2500.0,1.36,23.04
PRJ-2023-099,CL-1078,LS-04,Irrigation & Softscape,3196,117500,78400.0,2024-03-16,2024-06-16,2024-07-27,Completed,92,133.0,41.0,41.0,1,CST-0099,31200.0,17200.0,17700.0,6100.0,5200.0,77400.0,40100.0,34.13,-1000.0,-1.28,22.87
PRJ-2023-100,CL-1006,LS-02,Pool & Hardscape,2618,494500,354100.0,2023-08-05,2023-10-19,2023-10-16,Completed,75,72.0,-3.0,-3.0,0,CST-0100,142900.0,97300.0,77100.0,29900.0,9600.0,356800.0,137700.0,27.85,2700.0,0.76,21.61
PRJ-2023-101,CL-1042,LS-01,Pool & Hardscape,1031,159500,110000.0,2024-06-29,2024-08-16,2024-08-15,Completed,48,47.0,-1.0,-1.0,0,CST-0101,43400.0,29700.0,22400.0,12200.0,5000.0,112700.0,46800.0,29.34,2700.0,2.45,19.88
PRJ-2023-102,CL-1010,LS-04,Pool & Hardscape,1173,176500,121400.0,2024-08-12,2024-09-30,2024-11-04,Completed,49,84.0,35.0,35.0,1,CST-0102,49300.0,32200.0,20100.0,9800.0,8900.0,120300.0,56200.0,31.84,-1100.0,-0.91,16.71
PRJ-2023-103,CL-1038,LS-01,Irrigation & Softscape,3159,96500,67300.0,2024-01-06,2024-03-20,2024-04-05,Completed,74,90.0,16.0,16.0,1,CST-0103,26600.0,15900.0,13000.0,5900.0,2800.0,64200.0,32300.0,33.47,-3100.0,-4.61,20.25
PRJ-2023-104,CL-1056,LS-04,Commercial Plaza,14584,696500,459000.0,2023-08-15,2024-04-10,2024-04-30,Completed,239,259.0,20.0,20.0,1,CST-0104,211800.0,118500.0,90400.0,38100.0,42900.0,501700.0,194800.0,27.97,42700.0,9.3,18.02
PRJ-2023-105,CL-1066,LS-01,Full Villa Landscape,6846,602000,395300.0,2023-06-01,2023-10-27,2023-11-15,Completed,148,167.0,19.0,19.0,1,CST-0105,152000.0,98000.0,64500.0,29800.0,24600.0,368900.0,233100.0,38.72,-26400.0,-6.68,17.48
PRJ-2023-106,CL-1026,LS-02,Pool & Hardscape,3467,453000,302100.0,2024-05-20,2024-08-21,2024-08-20,Completed,93,92.0,-1.0,-1.0,0,CST-0106,132500.0,75900.0,55200.0,22700.0,15700.0,302000.0,151000.0,33.33,-100.0,-0.03,18.28
PRJ-2023-107,CL-1088,LS-03,Irrigation & Softscape,4069,154000,106100.0,2023-11-07,2024-02-11,2024-02-10,Completed,96,95.0,-1.0,-1.0,0,CST-0107,39200.0,22200.0,20300.0,8400.0,10200.0,100300.0,53700.0,34.87,-5800.0,-5.47,20.24
PRJ-2023-108,CL-1046,LS-01,Full Villa Landscape,5042,432500,310300.0,2023-03-20,2023-07-12,2023-07-07,Completed,114,109.0,-5.0,-5.0,0,CST-0108,176400.0,95100.0,95900.0,39500.0,11200.0,418100.0,14400.0,3.33,107800.0,34.74,22.94
PRJ-2023-109,CL-1060,LS-01,Irrigation & Softscape,3342,176000,119700.0,2024-05-02,2024-07-31,2024-07-26,Completed,90,85.0,-5.0,-5.0,0,CST-0109,54900.0,33200.0,23500.0,9800.0,13200.0,134600.0,41400.0,23.52,14900.0,12.45,17.46
PRJ-2023-110,CL-1014,LS-03,Irrigation & Softscape,4425,142000,95800.0,2024-03-24,2024-07-20,2024-07-19,Completed,118,117.0,-1.0,-1.0,0,CST-0110,54700.0,31100.0,21100.0,12900.0,7600.0,127400.0,14600.0,10.28,31600.0,32.99,16.56
PRJ-2023-111,CL-1047,LS-03,Commercial Plaza,10634,622500,414500.0,2023-12-09,2024-06-03,2024-06-19,Completed,177,193.0,16.0,16.0,1,CST-0111,160600.0,92500.0,93000.0,29500.0,12500.0,388100.0,234400.0,37.65,-26400.0,-6.37,23.96
PRJ-2023-112,CL-1037,LS-03,Irrigation & Softscape,4464,229000,149400.0,2023-12-08,2024-03-05,2024-03-24,Completed,88,107.0,19.0,19.0,1,CST-0112,72100.0,39400.0,34000.0,15600.0,7500.0,168600.0,60400.0,26.38,19200.0,12.85,20.17
PRJ-2023-113,CL-1040,LS-04,Pool & Hardscape,1528,247000,161600.0,2023-12-03,2024-01-27,2024-01-27,Completed,55,55.0,0.0,0.0,0,CST-0113,72100.0,39100.0,34400.0,16500.0,1900.0,164000.0,83000.0,33.6,2400.0,1.49,20.98
PRJ-2023-114,CL-1083,LS-04,Full Villa Landscape,6665,541500,376100.0,2023-12-16,2024-05-18,2024-05-16,Completed,154,152.0,-2.0,-2.0,0,CST-0114,173200.0,102700.0,93900.0,34300.0,37100.0,441200.0,100300.0,18.52,65100.0,17.31,21.28
PRJ-2023-115,CL-1029,LS-02,Commercial Plaza,8538,407500,269300.0,2023-12-11,2024-06-21,2024-06-20,Completed,193,192.0,-1.0,-1.0,0,CST-0115,95000.0,61800.0,51900.0,21100.0,20200.0,250000.0,157500.0,38.65,-19300.0,-7.17,20.76
PRJ-2023-116,CL-1077,LS-04,Commercial Plaza,8527,432000,285900.0,2024-03-24,2024-08-14,2024-09-16,Completed,143,176.0,33.0,33.0,1,CST-0116,120400.0,70500.0,61300.0,33200.0,-100.0,285300.0,146700.0,33.96,-600.0,-0.21,21.49
PRJ-2023-117,CL-1057,LS-03,Commercial Plaza,18327,1305000,898600.0,2023-11-13,2024-09-25,2024-09-23,Completed,317,315.0,-2.0,-2.0,0,CST-0117,426600.0,280600.0,197200.0,98800.0,13300.0,1016500.0,288500.0,22.11,117900.0,13.12,19.4
PRJ-2023-118,CL-1048,LS-04,Commercial Plaza,13564,975500,649200.0,2023-06-15,2024-02-20,2024-02-19,Completed,250,249.0,-1.0,-1.0,0,CST-0118,284400.0,148500.0,114700.0,56500.0,58000.0,662100.0,313400.0,32.13,12900.0,1.99,17.32
PRJ-2023-119,CL-1112,LS-03,Commercial Plaza,6854,462000,304400.0,2024-06-12,2024-10-18,2024-10-15,Completed,128,125.0,-3.0,-3.0,0,CST-0119,135900.0,77800.0,73600.0,35900.0,18900.0,342100.0,119900.0,25.95,37700.0,12.39,21.51
PRJ-2023-120,CL-1098,LS-02,Full Villa Landscape,4734,403500,276000.0,2023-04-04,2023-07-07,2023-07-03,Completed,94,90.0,-4.0,-4.0,0,CST-0120,150900.0,82800.0,60100.0,33800.0,40900.0,368500.0,35000.0,8.67,92500.0,33.51,16.31
PRJ-2023-121,CL-1114,LS-03,Irrigation & Softscape,1609,65000,45000.0,2024-01-31,2024-03-21,2024-03-18,Completed,50,47.0,-3.0,-3.0,0,CST-0121,16400.0,11800.0,9700.0,4200.0,500.0,42600.0,22400.0,34.46,-2400.0,-5.33,22.77
PRJ-2023-122,CL-1004,LS-03,Commercial Plaza,7623,567000,382400.0,2023-05-21,2023-09-25,2023-11-04,Completed,127,167.0,40.0,40.0,1,CST-0122,233000.0,130900.0,90500.0,59800.0,40200.0,554400.0,12600.0,2.22,172000.0,44.98,16.32
PRJ-2023-123,CL-1098,LS-04,Commercial Plaza,13349,888000,583100.0,2023-08-09,2024-06-23,2024-06-22,Completed,319,318.0,-1.0,-1.0,0,CST-0123,251500.0,133500.0,119600.0,58800.0,14800.0,578200.0,309800.0,34.89,-4900.0,-0.84,20.68
PRJ-2023-124,CL-1015,LS-03,Irrigation & Softscape,2473,93000,66600.0,2023-03-06,2023-05-16,2023-06-26,Completed,71,112.0,41.0,41.0,1,CST-0124,24800.0,14900.0,13200.0,7000.0,2000.0,61900.0,31100.0,33.44,-4700.0,-7.06,21.32
PRJ-2023-125,CL-1081,LS-02,Full Villa Landscape,3676,287000,206600.0,2024-08-07,2024-11-02,2024-11-17,Completed,87,102.0,15.0,15.0,1,CST-0125,81800.0,56900.0,46300.0,20100.0,700.0,205800.0,81200.0,28.29,-800.0,-0.39,22.5
PRJ-2023-126,CL-1009,LS-01,Pool & Hardscape,2599,471000,337700.0,2023-09-17,2023-11-27,2023-11-24,Completed,71,68.0,-3.0,-3.0,0,CST-0126,128800.0,89700.0,62000.0,30900.0,11000.0,322400.0,148600.0,31.55,-15300.0,-4.53,19.23
PRJ-2023-127,CL-1045,LS-02,Full Villa Landscape,7882,735000,489500.0,2023-05-17,2023-10-04,2023-11-17,Completed,140,184.0,44.0,44.0,1,CST-0127,276900.0,164300.0,117500.0,59100.0,53400.0,671200.0,63800.0,8.68,181700.0,37.12,17.51
PRJ-2023-128,CL-1105,LS-02,Pool & Hardscape,2903,547500,375900.0,2023-03-06,2023-05-22,2023-05-20,Completed,77,75.0,-2.0,-2.0,0,CST-0128,181000.0,98800.0,86700.0,49500.0,9300.0,425300.0,122200.0,22.32,49400.0,13.14,20.39
PRJ-2023-129,CL-1038,LS-02,Full Villa Landscape,2858,287500,189200.0,2024-06-11,2024-08-25,2024-10-08,Completed,75,119.0,44.0,44.0,1,CST-0129,73000.0,52500.0,39400.0,15500.0,8200.0,188600.0,98900.0,34.4,-600.0,-0.32,20.89
PRJ-2023-130,CL-1033,LS-01,Irrigation & Softscape,4585,211500,148000.0,2023-12-06,2024-02-23,2024-02-20,Completed,79,76.0,-3.0,-3.0,0,CST-0130,59900.0,32700.0,34700.0,16800.0,1000.0,145100.0,66400.0,31.39,-2900.0,-1.96,23.91
PRJ-2023-131,CL-1114,LS-04,Irrigation & Softscape,4544,186500,121800.0,2024-05-23,2024-09-02,2024-08-30,Completed,102,99.0,-3.0,-3.0,0,CST-0131,48800.0,28400.0,24700.0,10800.0,900.0,113600.0,72900.0,39.09,-8200.0,-6.73,21.74
PRJ-2023-132,CL-1103,LS-01,Pool & Hardscape,2738,343500,232800.0,2024-07-12,2024-09-08,2024-09-24,Completed,58,74.0,16.0,16.0,1,CST-0132,103400.0,55300.0,48100.0,21000.0,7800.0,235600.0,107900.0,31.41,2800.0,1.2,20.42
PRJ-2023-133,CL-1042,LS-03,Full Villa Landscape,5010,426000,285300.0,2023-12-26,2024-05-03,2024-05-03,Completed,129,129.0,0.0,0.0,0,CST-0133,165100.0,103700.0,69500.0,41800.0,1300.0,381400.0,44600.0,10.47,96100.0,33.68,18.22
PRJ-2023-134,CL-1079,LS-04,Pool & Hardscape,2124,350000,232600.0,2024-02-20,2024-04-23,2024-04-23,Completed,63,63.0,0.0,0.0,0,CST-0134,97600.0,64100.0,43400.0,20200.0,12600.0,237900.0,112100.0,32.03,5300.0,2.28,18.24
PRJ-2023-135,CL-1004,LS-02,Commercial Plaza,19904,1319000,877500.0,2023-03-10,2024-06-03,2024-07-06,Completed,451,484.0,33.0,33.0,1,CST-0135,370000.0,206900.0,183500.0,78900.0,64400.0,903700.0,415300.0,31.49,26200.0,2.99,20.31
PRJ-2023-136,CL-1050,LS-01,Pool & Hardscape,3478,454500,312900.0,2024-03-30,2024-06-26,2024-06-25,Completed,88,87.0,-1.0,-1.0,0,CST-0136,124900.0,73400.0,53700.0,32200.0,22400.0,306600.0,147900.0,32.54,-6300.0,-2.01,17.51
PRJ-2023-137,CL-1068,LS-03,Commercial Plaza,12521,701000,491000.0,2023-01-27,2023-07-30,2023-07-28,Completed,184,182.0,-2.0,-2.0,0,CST-0137,198000.0,103400.0,101900.0,48900.0,12100.0,464300.0,236700.0,33.77,-26700.0,-5.44,21.95
PRJ-2023-138,CL-1117,LS-01,Irrigation & Softscape,2572,127000,85200.0,2024-05-17,2024-07-30,2024-08-17,Completed,74,92.0,18.0,18.0,1,CST-0138,39300.0,25200.0,22300.0,8900.0,-2000.0,93700.0,33300.0,26.22,8500.0,9.98,23.8
PRJ-2023-139,CL-1058,LS-02,Full Villa Landscape,6146,675500,448000.0,2023-12-22,2024-04-06,2024-04-05,Completed,106,105.0,-1.0,-1.0,0,CST-0139,181500.0,118900.0,100500.0,40200.0,-4200.0,436900.0,238600.0,35.32,-11100.0,-2.48,23.0
PRJ-2023-140,CL-1115,LS-03,Pool & Hardscape,1645,279500,183100.0,2024-01-06,2024-02-20,2024-02-15,Completed,45,40.0,-5.0,-5.0,0,CST-0140,75200.0,43500.0,37700.0,13800.0,7500.0,177700.0,101800.0,36.42,-5400.0,-2.95,21.22
PRJ-2023-141,CL-1102,LS-02,Commercial Plaza,9878,718000,515600.0,2024-04-23,2024-10-25,2024-10-24,Completed,185,184.0,-1.0,-1.0,0,CST-0141,211900.0,138400.0,112200.0,59600.0,7200.0,529300.0,188700.0,26.28,13700.0,2.66,21.2
PRJ-2023-142,CL-1079,LS-01,Commercial Plaza,7077,395000,256800.0,2024-06-22,2024-11-03,2024-12-09,Completed,134,170.0,36.0,36.0,1,CST-0142,120200.0,71300.0,64900.0,32200.0,9700.0,298300.0,96700.0,24.48,41500.0,16.16,21.76
PRJ-2023-143,CL-1017,LS-03,Full Villa Landscape,7762,530500,364700.0,2023-05-12,2023-10-12,2023-10-11,Completed,153,152.0,-1.0,-1.0,0,CST-0143,147700.0,99200.0,89900.0,46100.0,1700.0,384600.0,145900.0,27.5,19900.0,5.46,23.37
PRJ-2023-144,CL-1099,LS-02,Commercial Plaza,13088,819500,540200.0,2024-06-14,2025-01-02,,In Progress,202,,,0.0,0,CST-0144,142300.0,79200.0,73800.0,39800.0,15300.0,350400.0,469100.0,57.24,-189800.0,-35.14,21.06
PRJ-2023-145,CL-1042,LS-02,Commercial Plaza,11669,912000,623500.0,2023-09-14,2024-05-04,2024-06-18,Completed,233,278.0,45.0,45.0,1,CST-0145,269700.0,138400.0,139000.0,52600.0,21500.0,621200.0,290800.0,31.89,-2300.0,-0.37,22.38
PRJ-2023-146,CL-1017,LS-03,Pool & Hardscape,3185,403000,272100.0,2023-06-25,2023-09-02,2023-09-02,Completed,69,69.0,0.0,0.0,0,CST-0146,104900.0,64700.0,56900.0,20000.0,8200.0,254700.0,148300.0,36.8,-17400.0,-6.39,22.34
PRJ-2023-147,CL-1108,LS-01,Pool & Hardscape,1116,140500,91800.0,2023-08-04,2023-09-12,2023-09-10,Completed,39,37.0,-2.0,-2.0,0,CST-0147,38900.0,21900.0,21700.0,7200.0,3500.0,93200.0,47300.0,33.67,1400.0,1.53,23.28
PRJ-2023-148,CL-1064,LS-03,Full Villa Landscape,7758,838000,575000.0,2023-11-01,2024-03-17,2024-03-17,Completed,137,137.0,0.0,0.0,0,CST-0148,215500.0,120200.0,122300.0,62700.0,24400.0,545100.0,292900.0,34.95,-29900.0,-5.2,22.44
PRJ-2023-149,CL-1021,LS-04,Full Villa Landscape,5904,512500,361700.0,2023-11-17,2024-03-07,2024-03-04,Completed,111,108.0,-3.0,-3.0,0,CST-0149,137800.0,81600.0,70200.0,34600.0,14800.0,339000.0,173500.0,33.85,-22700.0,-6.28,20.71
PRJ-2024-150,CL-1052,LS-02,Pool & Hardscape,2517,393000,280000.0,2023-05-06,2023-07-22,2023-07-18,Completed,77,73.0,-4.0,-4.0,0,CST-0150,114300.0,61500.0,50600.0,25000.0,13900.0,265300.0,127700.0,32.49,-14700.0,-5.25,19.07
PRJ-2024-151,CL-1013,LS-01,Commercial Plaza,10754,840000,554000.0,2023-06-13,2024-01-06,2024-01-05,Completed,207,206.0,-1.0,-1.0,0,CST-0151,225700.0,152200.0,100000.0,64700.0,1900.0,544500.0,295500.0,35.18,-9500.0,-1.71,18.37
PRJ-2024-152,CL-1025,LS-02,Pool & Hardscape,3040,576500,396200.0,2024-05-24,2024-07-28,2024-09-01,Completed,65,100.0,35.0,35.0,1,CST-0152,155900.0,98300.0,82700.0,27300.0,12300.0,376500.0,200000.0,34.69,-19700.0,-4.97,21.97
PRJ-2024-153,CL-1031,LS-02,Irrigation & Softscape,3889,151000,108200.0,2023-10-20,2024-01-22,2024-01-17,Completed,94,89.0,-5.0,-5.0,0,CST-0153,45800.0,25000.0,23600.0,10600.0,500.0,105500.0,45500.0,30.13,-2700.0,-2.5,22.37
PRJ-2024-154,CL-1018,LS-03,Irrigation & Softscape,4479,175500,121400.0,2023-02-22,2023-06-26,2023-06-22,Completed,124,120.0,-4.0,-4.0,0,CST-0154,50200.0,31300.0,26200.0,12400.0,100.0,120200.0,55300.0,31.51,-1200.0,-0.99,21.8
PRJ-2024-155,CL-1071,LS-03,Pool & Hardscape,1301,191500,131800.0,2023-05-02,2023-06-14,2023-06-30,Completed,43,59.0,16.0,16.0,1,CST-0155,64800.0,38600.0,27600.0,13700.0,4500.0,149200.0,42300.0,22.09,17400.0,13.2,18.5
PRJ-2024-156,CL-1048,LS-03,Irrigation & Softscape,3784,202500,135100.0,2024-05-27,2024-09-05,2024-09-17,Completed,101,113.0,12.0,12.0,1,CST-0156,52100.0,32100.0,29700.0,10700.0,10600.0,135200.0,67300.0,33.23,100.0,0.07,21.97
PRJ-2024-157,CL-1092,LS-03,Commercial Plaza,19172,1180500,812200.0,2023-12-02,2024-10-15,2024-10-12,Completed,318,315.0,-3.0,-3.0,0,CST-0157,348600.0,200300.0,185400.0,88700.0,-27600.0,795400.0,385100.0,32.62,-16800.0,-2.07,23.31
PRJ-2024-158,CL-1051,LS-03,Commercial Plaza,15727,893000,591200.0,2024-07-30,2025-05-09,,In Progress,283,,,0.0,0,CST-0158,115000.0,66600.0,60100.0,28700.0,-2700.0,267700.0,625300.0,70.02,-323500.0,-54.72,22.45
PRJ-2024-159,CL-1043,LS-01,Pool & Hardscape,2706,435500,289300.0,2024-04-30,2024-06-23,2024-06-23,Completed,54,54.0,0.0,0.0,0,CST-0159,118100.0,61600.0,64000.0,30500.0,-4400.0,269800.0,165700.0,38.05,-19500.0,-6.74,23.72
PRJ-2024-160,CL-1093,LS-01,Commercial Plaza,15560,962000,657300.0,2023-06-01,2024-02-11,2024-02-07,Completed,255,251.0,-4.0,-4.0,0,CST-0160,339000.0,207600.0,146500.0,84800.0,-4000.0,773900.0,188100.0,19.55,116600.0,17.74,18.93
PRJ-2024-161,CL-1074,LS-01,Full Villa Landscape,4062,267500,186700.0,2023-07-28,2023-11-15,2023-12-25,Completed,110,150.0,40.0,40.0,1,CST-0161,74500.0,47600.0,39100.0,18100.0,3500.0,182800.0,84700.0,31.66,-3900.0,-2.09,21.39
PRJ-2024-162,CL-1091,LS-02,Full Villa Landscape,6749,501500,349700.0,2024-06-22,2024-11-01,2024-11-22,Completed,132,153.0,21.0,21.0,1,CST-0162,158400.0,95900.0,66400.0,46800.0,42400.0,409900.0,91600.0,18.27,60200.0,17.21,16.2
PRJ-2024-163,CL-1117,LS-03,Irrigation & Softscape,3737,145000,96600.0,2024-05-10,2024-07-26,2024-08-20,Completed,77,102.0,25.0,25.0,1,CST-0163,38800.0,22100.0,22300.0,11400.0,4000.0,98600.0,46400.0,32.0,2000.0,2.07,22.62
PRJ-2024-164,CL-1072,LS-03,Pool & Hardscape,1921,357000,232500.0,2023-08-01,2023-09-21,2023-09-19,Completed,51,49.0,-2.0,-2.0,0,CST-0164,87100.0,62100.0,41300.0,21200.0,12600.0,224300.0,132700.0,37.17,-8200.0,-3.53,18.41
PRJ-2024-165,CL-1062,LS-03,Pool & Hardscape,3295,611000,405900.0,2023-05-05,2023-07-30,2023-07-29,Completed,86,85.0,-1.0,-1.0,0,CST-0165,160300.0,102100.0,88200.0,44300.0,18100.0,413000.0,198000.0,32.41,7100.0,1.75,21.36
PRJ-2024-166,CL-1115,LS-04,Irrigation & Softscape,4852,187500,124900.0,2023-02-13,2023-06-16,2023-06-16,Completed,123,123.0,0.0,0.0,0,CST-0166,69800.0,37700.0,31800.0,12300.0,12800.0,164400.0,23100.0,12.32,39500.0,31.63,19.34
PRJ-2024-167,CL-1045,LS-04,Full Villa Landscape,7873,602500,413600.0,2024-07-29,2025-01-22,,In Progress,177,,,0.0,0,CST-0167,91300.0,62500.0,36700.0,20000.0,15200.0,225700.0,376800.0,62.54,-187900.0,-45.43,16.26
PRJ-2024-168,CL-1079,LS-02,Full Villa Landscape,4486,302000,198300.0,2023-02-23,2023-06-11,2023-07-12,Completed,108,139.0,31.0,31.0,1,CST-0168,87600.0,45900.0,43700.0,19800.0,6200.0,203200.0,98800.0,32.72,4900.0,2.47,21.51
PRJ-2024-169,CL-1013,LS-02,Irrigation & Softscape,1521,82500,53800.0,2024-05-02,2024-06-29,2024-06-25,Completed,58,54.0,-4.0,-4.0,0,CST-0169,28300.0,16200.0,11900.0,7900.0,5800.0,70100.0,12400.0,15.03,16300.0,30.3,16.98
PRJ-2024-170,CL-1042,LS-03,Pool & Hardscape,1242,228000,162700.0,2024-07-01,2024-08-11,2024-08-06,Completed,41,36.0,-5.0,-5.0,0,CST-0170,67600.0,41300.0,26100.0,17700.0,8800.0,161500.0,66500.0,29.17,-1200.0,-0.74,16.16
PRJ-2024-171,CL-1054,LS-02,Commercial Plaza,6595,527000,364800.0,2023-10-24,2024-03-01,2024-02-25,Completed,129,124.0,-5.0,-5.0,0,CST-0171,141000.0,76400.0,75400.0,27400.0,20500.0,340700.0,186300.0,35.35,-24100.0,-6.61,22.13
PRJ-2024-172,CL-1073,LS-01,Pool & Hardscape,2372,332000,216100.0,2023-05-18,2023-07-25,2023-07-23,Completed,68,66.0,-2.0,-2.0,0,CST-0172,87700.0,50200.0,50900.0,15400.0,15300.0,219500.0,112500.0,33.89,3400.0,1.57,23.19
PRJ-2024-173,CL-1025,LS-01,Pool & Hardscape,2354,309500,212900.0,2023-01-15,2023-03-20,2023-03-17,Completed,64,61.0,-3.0,-3.0,0,CST-0173,88200.0,53500.0,39600.0,23400.0,22800.0,227500.0,82000.0,26.49,14600.0,6.86,17.41
PRJ-2024-174,CL-1023,LS-04,Commercial Plaza,19549,1172500,817300.0,2023-07-09,2024-07-03,2024-07-01,Completed,360,358.0,-2.0,-2.0,0,CST-0174,322000.0,176500.0,140000.0,59300.0,55500.0,753300.0,419200.0,35.75,-64000.0,-7.83,18.58
PRJ-2024-175,CL-1120,LS-02,Pool & Hardscape,1027,142000,99900.0,2023-12-04,2024-01-10,2024-01-10,Completed,37,37.0,0.0,0.0,0,CST-0175,41200.0,26500.0,19800.0,10900.0,1700.0,100100.0,41900.0,29.51,200.0,0.2,19.78
PRJ-2024-176,CL-1034,LS-03,Full Villa Landscape,4435,300500,213900.0,2024-02-20,2024-06-01,2024-06-01,Completed,102,102.0,0.0,0.0,0,CST-0176,81800.0,55200.0,32600.0,21800.0,8000.0,199400.0,101100.0,33.64,-14500.0,-6.78,16.35
PRJ-2024-177,CL-1089,LS-01,Pool & Hardscape,2208,322000,226900.0,2024-05-04,2024-06-21,2024-07-24,Completed,48,81.0,33.0,33.0,1,CST-0177,103300.0,70500.0,41800.0,23800.0,14200.0,253600.0,68400.0,21.24,26700.0,11.77,16.48
PRJ-2024-178,CL-1090,LS-04,Irrigation & Softscape,4602,200000,134700.0,2023-03-25,2023-07-15,2023-07-14,Completed,112,111.0,-1.0,-1.0,0,CST-0178,54900.0,36800.0,22200.0,9900.0,10300.0,134100.0,65900.0,32.95,-600.0,-0.45,16.55
PRJ-2024-179,CL-1010,LS-01,Pool & Hardscape,1252,223000,146500.0,2023-06-18,2023-07-31,2023-09-12,Completed,43,86.0,43.0,43.0,1,CST-0179,53800.0,35000.0,27700.0,11700.0,7600.0,135800.0,87200.0,39.1,-10700.0,-7.3,20.4
PRJ-2024-180,CL-1015,LS-02,Irrigation & Softscape,4436,198000,141300.0,2023-02-26,2023-06-07,2023-06-06,Completed,101,100.0,-1.0,-1.0,0,CST-0180,77200.0,48600.0,31800.0,19900.0,12100.0,189600.0,8400.0,4.24,48300.0,34.18,16.77
PRJ-2024-181,CL-1059,LS-01,Irrigation & Softscape,3788,157500,104500.0,2024-02-10,2024-04-20,2024-04-15,Completed,70,65.0,-5.0,-5.0,0,CST-0181,50500.0,31200.0,21000.0,11000.0,4900.0,118600.0,38900.0,24.7,14100.0,13.49,17.71
PRJ-2024-182,CL-1075,LS-01,Commercial Plaza,6742,403500,270700.0,2023-03-12,2023-07-14,2023-07-12,Completed,124,122.0,-2.0,-2.0,0,CST-0182,105500.0,63500.0,43400.0,23700.0,23000.0,259100.0,144400.0,35.79,-11600.0,-4.29,16.75
PRJ-2024-183,CL-1037,LS-04,Full Villa Landscape,3974,396000,263900.0,2024-01-19,2024-04-14,2024-04-12,Completed,86,84.0,-2.0,-2.0,0,CST-0183,98700.0,69900.0,42000.0,28300.0,14800.0,253700.0,142300.0,35.93,-10200.0,-3.87,16.55
PRJ-2024-184,CL-1112,LS-04,Irrigation & Softscape,3038,97000,63300.0,2023-12-23,2024-02-22,2024-04-06,Completed,61,105.0,44.0,44.0,1,CST-0184,25000.0,15800.0,12000.0,5900.0,200.0,58900.0,38100.0,39.28,-4400.0,-6.95,20.37
PRJ-2024-185,CL-1068,LS-02,Irrigation & Softscape,4481,244000,161400.0,2023-11-02,2024-01-20,2024-01-20,Completed,79,79.0,0.0,0.0,0,CST-0185,59800.0,37200.0,32900.0,16600.0,7800.0,154300.0,89700.0,36.76,-7100.0,-4.4,21.32
PRJ-2024-186,CL-1069,LS-04,Irrigation & Softscape,4872,174000,119700.0,2023-07-13,2023-11-12,2023-11-12,Completed,122,122.0,0.0,0.0,0,CST-0186,60000.0,35000.0,25800.0,13500.0,2600.0,136900.0,37100.0,21.32,17200.0,14.37,18.85
PRJ-2024-187,CL-1005,LS-04,Full Villa Landscape,7537,749500,493300.0,2023-07-31,2024-02-05,2024-02-17,Completed,189,201.0,12.0,12.0,1,CST-0187,192600.0,110900.0,111400.0,43300.0,31300.0,489500.0,260000.0,34.69,-3800.0,-0.77,22.76
PRJ-2024-188,CL-1077,LS-01,Irrigation & Softscape,2502,121500,84100.0,2023-02-27,2023-05-07,2023-06-04,Completed,69,97.0,28.0,28.0,1,CST-0188,40500.0,25600.0,22500.0,10500.0,-4500.0,94600.0,26900.0,22.14,10500.0,12.49,23.78
PRJ-2024-189,CL-1105,LS-03,Commercial Plaza,15461,1019500,686000.0,2023-11-06,2024-09-04,2024-09-04,Completed,303,303.0,0.0,0.0,0,CST-0189,259300.0,187400.0,153800.0,56700.0,22400.0,679600.0,339900.0,33.34,-6400.0,-0.93,22.63
PRJ-2024-190,CL-1053,LS-03,Commercial Plaza,10508,495500,323900.0,2024-03-13,2024-08-23,2024-08-18,Completed,163,158.0,-5.0,-5.0,0,CST-0190,128700.0,77600.0,51800.0,36700.0,28200.0,323000.0,172500.0,34.81,-900.0,-0.28,16.04
